application_id,timestamp,applicant_age,annual_income,employment_type,employer_name,requested_amount,loan_purpose,loan_purpose_text,id_document_filename,device_id,ip_hash,session_duration_seconds,mouse_movement_events,form_paste_count,applications_from_device_last_24h,applications_from_ip_last_24h,income_employer_consistency_score,identity_consistency_score,is_fraud,fraud_type
3bf1166d-d8ed-4db1-ab21-a0f73235c86b,2026-05-17 00:42:36,23,74624.35,salaried,Hernandez Ltd,29400.0,debt_consolidation,Paying off high-interest store cards that got away from me last year.,,69325dff18b5b3ac,6c12b218f8ca9f69,77,3,0,1,4,0.662,0.343,True,velocity_attack
738641a4-0fa8-4468-a8df-c42797c58cb3,2026-05-17 01:19:54,37,25946.07,salaried,Diaz Inc,8400.0,debt_consolidation,Paying off high-interest store cards that got away from me last year.,,8c7515363ee6f3b4,e2a51859ffb3bd70,195,237,0,1,1,0.615,0.865,False,
7a59e16b-88f0-45bd-aa2c-413ae0df808c,2026-05-17 04:28:58,45,24612.3,self_employed,Davis-Joseph,13700.0,education,Covering my daughter's first-semester tuition and textbooks.,,b3d5d6f618a93b31,e1df94352ce86982,156,160,2,1,1,0.791,0.794,False,
febb7dc5-1a55-46f8-98dc-fce7b8c407ce,2026-05-17 04:53:59,49,80763.65,salaried,Hale and Sons,12700.0,debt_consolidation,Refinancing card debt at a lower rate to stop the interest snowballing.,,048b84f22859912d,2ce8b565f815fbed,167,253,1,1,1,0.247,0.729,False,
45f2a174-623b-4c03-b77e-1d8bf7387d62,2026-05-17 05:41:19,50,75254.33,salaried,"Clements, Pena and Singh",30700.0,other,Emergency repairs after a pipe burst in the basement.,,fec20dc0e494f3c6,fb7da39cdc220a2e,210,174,0,2,2,0.798,0.875,False,
ed65cba1-ba34-4b3d-8798-6ad121d7f374,2026-05-17 06:10:18,37,41430.18,gig_worker,"Brown, Harris and Becker",7800.0,home_improvement,The kitchen still has original 1980s wiring and needs a full rewire.,,eeb258e215e48af8,2f34162fb3c7c2af,303,268,0,1,1,0.808,0.892,False,
94a0d7e2-7e0e-4ac3-8f51-91eb6d824584,2026-05-17 06:14:17,52,28257.66,salaried,Peterson-Bell,4700.0,other,Covering legal fees for an ongoing family matter.,,1b596c357fd37f94,7959b4cefdd5731b,35,107,1,1,1,0.846,0.699,False,
3604643e-d7b5-4a36-abb5-0f82540254ae,2026-05-17 07:13:24,26,39627.16,salaried,Fisher-Hayden,15100.0,medical,Paying for physical therapy sessions my plan stopped covering.,,58f9da3ac0861ca8,9ac7188d48fbdd60,222,180,2,1,1,0.71,0.767,False,
6071bcb9-c132-4420-ab11-2683f7414703,2026-05-17 07:38:32,37,82284.13,salaried,Lee and Sons,17700.0,debt_consolidation,Refinancing card debt at a lower rate to stop the interest snowballing.,id_6071bcb9c132.png,448d4adf6adc357d,806f4a4f77f74f0a,351,160,0,1,1,0.806,0.578,False,
dc23c5c2-0480-4779-87ea-fc21ceb92e1b,2026-05-17 07:56:49,39,41948.21,salaried,"Clements, Pena and Singh",7900.0,other,Moving costs and a security deposit for a new apartment.,,007310edfc5b0a84,569070f344085a30,151,250,1,1,1,0.884,0.821,False,
7838c339-b4f8-4ab1-afe5-97f0e2c531ed,2026-05-17 08:28:31,19,28483.78,salaried,Diaz Inc,8400.0,other,Emergency repairs after a pipe burst in the basement.,,19b584cc052579c8,8e025512065711d4,50,152,0,1,1,0.936,0.777,False,
73d4a158-a0c5-4c2b-a115-b9cb0b1a36a2,2026-05-17 08:29:13,36,17392.01,salaried,Smith PLC,3400.0,home_improvement,Repairing storm damage to the back deck and the fence line.,,0ea43b4b6508231c,3e74f96bb791cf8e,455,13,0,1,1,0.595,0.86,False,
6cb7f903-122d-4d4f-8dbd-46e8c9399a95,2026-05-17 08:34:05,22,27509.37,salaried,Baker Inc,7900.0,business,Upgrading the point-of-sale system across both storefronts.,,929db87f38a5a6e7,8da39171d9c1e5f4,137,162,0,1,1,0.962,0.716,False,
aa66908d-3042-434a-8e53-5ca83876060b,2026-05-17 08:35:58,40,65870.79,salaried,Duncan PLC,4400.0,home_improvement,Repairing storm damage to the back deck and the fence line.,,507aa71cf6b2db1d,bb0162a9e0ad1f09,231,92,2,1,1,0.906,0.608,False,
f5295dce-2fa7-4de2-8929-6d981fd8abce,2026-05-17 08:38:45,50,39213.07,self_employed,Riley-Bryant,20900.0,debt_consolidation,Rolling two personal loans and a card balance into a single payment.,,671200486119db67,4d07d686b96866c0,221,131,3,1,1,0.505,0.628,False,
0cfb7bff-217d-4054-add3-ec1d92e7d322,2026-05-17 08:43:14,44,29108.7,gig_worker,Mccoy PLC,5200.0,debt_consolidation,Paying off high-interest store cards that got away from me last year.,,4cf9a94a2a68750d,fd78b7734460c94e,222,187,2,1,1,0.676,0.802,False,
a3622567-792b-4ce6-87c9-da0319b59ac1,2026-05-17 08:56:44,47,58939.43,salaried,"Barnes, Sherman and Hernandez",26600.0,home_improvement,Furnace finally died and we need a new heating system installed.,,2dcbb44a94a02a3d,872c84a80d5765c7,150,174,7,1,1,0.889,0.838,False,
63f41c2e-0ace-40e2-8415-1240f6ed5f45,2026-05-17 09:05:47,32,40514.98,salaried,"Cruz, Barnett and Johnson",10900.0,medical,Dental implants after an accident; insurance covers only a fraction.,id_63f41c2e0ace.png,f3c158577f05cddc,ada30890319adc08,122,91,0,1,1,0.748,0.901,False,
be000696-ebce-4c63-a405-e40812c0f538,2026-05-17 09:10:58,54,118673.69,salaried,Rangel-Crawford,32600.0,education,Paying for a nursing certification course and the exam fees.,,b395465468374655,2a9ab896cb48699f,158,164,3,1,1,0.837,0.9,False,
e9ab2942-af18-48fa-9578-96264e178039,2026-05-17 09:14:05,18,62822.11,self_employed,"Lane, Maldonado and Griffin",22100.0,debt_consolidation,Consolidating three credit cards into one fixed monthly payment.,,7e263870784b8cc8,698ed4d13812086f,197,175,0,1,1,0.594,0.813,False,
00cbf944-dc11-4e8c-b617-8840e1defafe,2026-05-17 09:17:39,31,17671.69,salaried,Olson Group,3500.0,education,Paying for a nursing certification course and the exam fees.,,1b9dad943fbd8320,e0e784b24a459736,269,163,1,1,1,0.685,0.767,False,
fa79dc9e-0414-4631-9e69-b8381e2fbf9d,2026-05-17 09:35:57,38,15000.0,unemployed,NOT_EMPLOYED,4200.0,debt_consolidation,Rolling two personal loans and a card balance into a single payment.,,10bef3c31001f7c7,5b280ae76ea007d0,353,207,0,1,1,0.817,0.975,False,
ad72ca5b-004e-4f7a-b91f-f4e2e2458f8a,2026-05-17 09:42:33,40,27626.03,salaried,Davis-Joseph,4200.0,home_improvement,Repairing storm damage to the back deck and the fence line.,,ceca2cb9865b3035,974428c4deac8455,141,201,0,1,1,0.768,0.667,False,
08969d24-4cf3-45a6-9712-9079fd3b2890,2026-05-17 09:53:04,38,61976.9,self_employed,Cole PLC,15000.0,education,Covering my daughter's first-semester tuition and textbooks.,,b742315d9ded5d33,9732aa4c4bca29b4,170,123,1,1,1,0.798,0.943,False,
3853da03-6362-47ca-9867-bf1a3b3d0718,2026-05-17 10:00:08,27,63900.62,salaried,Lynch-Jones,15700.0,medical,Emergency room bill from a hospital stay earlier in the year.,,2c86c6d486da7271,f5577b5f790b1a23,46,8,7,1,1,0.225,0.337,True,session_anomaly
9f223bc4-ff8c-4fb5-b3c9-8ee360198adf,2026-05-17 10:03:21,48,39489.44,salaried,Barnes LLC,11800.0,other,Funeral expenses for my father earlier this year.,,b5d851ed8521099f,a9d60500dc4827d6,161,69,0,1,1,0.608,0.602,False,
fd937098-ac30-4092-b867-05673191a9c6,2026-05-17 10:08:08,28,24007.72,self_employed,"Cruz, Barnett and Johnson",1700.0,debt_consolidation,Combining my outstanding debts so I only track one due date.,,a228c5a357a3833a,303f9a08e925d96a,387,12,0,1,1,0.561,0.811,False,
0c9eecdd-b316-4304-94be-abe8946ca14d,2026-05-17 10:12:11,30,26643.39,salaried,Brown-Tate,8500.0,business,Stocking inventory ahead of the holiday retail season.,,7ccd0d1c31161378,4bd2cd829ad60b86,143,252,0,1,1,0.929,0.842,False,
6915c82c-f7b3-4259-b2eb-8f88d41d104e,2026-05-17 10:19:07,51,31617.19,salaried,Baker Inc,7200.0,debt_consolidation,Refinancing card debt at a lower rate to stop the interest snowballing.,,a545d904d434deb1,f5f635ae34d25ce1,211,166,0,1,1,0.585,0.867,False,
f9f66d61-4748-4df1-bc07-4dabee08cbd7,2026-05-17 10:21:12,33,29970.5,self_employed,"Brown, Harris and Becker",5400.0,debt_consolidation,Consolidating three credit cards into one fixed monthly payment.,,f0852f90237ba816,e5f542cad92e6db1,103,113,0,1,1,0.648,0.92,False,
048c17a2-1e85-453e-b3c8-b877bd17bc83,2026-05-17 10:25:23,34,32952.08,unemployed,NOT_EMPLOYED,2700.0,education,Enrolling in a six-month software bootcamp to change careers.,,536a4d8167e31210,fbfba3d73f6d6610,272,161,1,1,1,0.798,0.694,False,
1282a454-5ace-4e5f-8dbd-85815084fd00,2026-05-17 10:29:41,37,60816.39,salaried,Kelly-Carr,16400.0,education,Enrolling in a six-month software bootcamp to change careers.,,b5d60ba184562765,173acacc7f825233,196,222,0,1,1,0.953,0.825,False,
25c5f3bb-e48a-400d-b9b6-027a84c78afd,2026-05-17 10:36:24,25,28872.87,gig_worker,"Lewis, Miller and Barnes",9900.0,home_improvement,Furnace finally died and we need a new heating system installed.,,e30e50c9ea809480,8231352124129e23,253,229,0,1,1,0.769,0.822,False,
51790446-7517-4539-ba74-b1047b53bd54,2026-05-17 10:48:03,56,66046.46,salaried,Hale and Sons,4100.0,debt_consolidation,Need to clear revolving balances before the promotional rate expires.,,809d6e6a43c41714,0d663dd1633cd7e2,234,130,0,1,1,0.745,0.704,False,
757f8c3b-5120-4a06-87b4-11b4e60d2008,2026-05-17 10:48:14,23,72178.97,salaried,"Cruz, Barnett and Johnson",9500.0,home_improvement,Insulating the attic and replacing the drafty front windows.,,a5dc681c4540c3d3,2b113065c7eb3494,54,68,0,1,1,0.675,0.871,False,
0810f488-3713-4dc9-b990-60c4d7ecb71b,2026-05-17 10:49:32,45,62013.25,salaried,Ray Group,31200.0,home_improvement,Repairing storm damage to the back deck and the fence line.,,a74edc3d1c30ca10,722d1509ad3a67fd,128,248,3,1,1,0.602,0.78,False,
d33f34fa-5766-4bf6-98db-a9d3b1f02630,2026-05-17 10:51:43,36,42306.65,salaried,Herrera LLC,2900.0,other,Replacing my car after the transmission failed.,,cb6f5d9204c7c7c8,35984719f5b1c838,313,149,0,1,1,0.908,0.814,False,
c642127f-bcf0-41aa-9bd4-dfd12238dc36,2026-05-17 10:56:51,26,44344.91,salaried,Serrano Inc,12300.0,medical,Dental implants after an accident; insurance covers only a fraction.,,0d5f79513473ae63,099680d247d105c1,282,269,1,1,1,0.842,0.862,False,
33c43bd0-c3e7-41f8-8a1e-4c95afbfd502,2026-05-17 11:01:35,41,57602.18,self_employed,Barnes LLC,14600.0,education,Graduate program fees not covered by my employer's assistance plan.,,630f47a1fc8d5a73,ab3c4d6d60b8a665,211,228,0,1,1,0.808,0.618,False,
a902bce2-044d-423d-b8b9-5382096ca968,2026-05-17 11:01:36,22,111109.22,salaried,Martin-Peterson,37100.0,medical,Out-of-pocket costs for my son's orthodontic treatment.,id_a902bce2044d.png,61d209af2b679bb8,3466874267b4374b,243,132,1,1,1,0.658,0.635,False,
7466f4c7-ab3b-4e28-8bba-982d89ade558,2026-05-17 11:05:12,32,33761.65,self_employed,Ray Group,7800.0,debt_consolidation,Combining my outstanding debts so I only track one due date.,,7f5c749e042341c8,00d54074708cbb31,265,200,0,1,1,0.716,0.823,False,
18683ae4-009b-4924-b8b4-2f8ae15e0ce9,2026-05-17 11:10:59,41,15580.47,self_employed,Ward-Wright,2500.0,home_improvement,Replacing the roof before the winter rains get in.,,8f819c0d3c0e52d3,c47c9f38237bb62d,475,11,1,1,1,0.895,0.573,False,
8e4a0eaa-e31d-4725-950b-de316f01a962,2026-05-17 11:16:16,36,35575.52,salaried,Smith PLC,15300.0,medical,Paying for physical therapy sessions my plan stopped covering.,,3d88dc9bd9332119,b58dfe114b7d1929,25,300,1,1,1,0.848,0.951,False,
2b2c23c1-c830-48da-be78-df90d7834184,2026-05-17 11:20:00,35,16025.8,unemployed,NOT_EMPLOYED,3000.0,debt_consolidation,Combining my outstanding debts so I only track one due date.,,c5ef8f24d10fd4ab,253928474c1c4d24,145,244,2,1,1,0.656,0.782,False,
3e6c064e-1f42-4522-ac8f-a245fb150a5d,2026-05-17 11:25:59,30,28650.72,salaried,"Cruz, Barnett and Johnson",11000.0,debt_consolidation,Consolidating three credit cards into one fixed monthly payment.,,50c34fc90c032124,879d843f8604f255,199,203,0,1,1,0.822,0.963,False,
411cede0-616c-43d7-bb3f-6e82238fcf67,2026-05-17 11:30:41,37,28024.91,salaried,Davis-Joseph,7900.0,medical,Covering the deductible for a knee replacement scheduled next month.,,3c3cca8bf0dc9938,fdbd905b34bc75f1,163,137,0,1,1,0.671,0.832,False,
fddee179-f210-4289-89ab-3bbe5059d7fd,2026-05-17 11:39:17,27,31678.58,salaried,Kelly-Carr,17400.0,home_improvement,Adding a second bathroom now that both kids are teenagers.,,014124dd35700f6d,4d1a17105090306e,172,156,0,1,1,0.701,0.813,False,
55362767-3453-46f1-aada-d8e75bed28ed,2026-05-17 11:45:59,37,56728.69,salaried,Baker Inc,8700.0,debt_consolidation,Need to clear revolving balances before the promotional rate expires.,,607be8bfb0de6c7e,5e380a7a45041e7d,209,224,1,1,1,0.916,0.727,False,
afc91719-0317-449d-aed5-4bedd4057131,2026-05-17 11:47:08,26,38906.53,salaried,"Yates, Long and Ross",23200.0,education,Graduate program fees not covered by my employer's assistance plan.,,91025d361cb092a0,7bbb7aa8c260123d,216,117,0,1,1,0.585,0.912,False,
f70148fe-bb24-4a09-a79b-6a5d767d9bfd,2026-05-17 11:47:31,47,61584.4,self_employed,Martin-Peterson,4800.0,home_improvement,Repairing storm damage to the back deck and the fence line.,,bc35cdc47ce2c152,3a4bc7a6d755d83a,142,107,1,1,1,0.794,0.893,False,
ec8bbe37-6040-4a5b-923e-7c445959bc82,2026-05-17 11:58:21,24,15000.0,salaried,"Barnes, Sherman and Hernandez",4500.0,debt_consolidation,Rolling two personal loans and a card balance into a single payment.,,062631d35e86497e,53445dee5739cb05,171,199,1,1,1,0.808,0.625,False,
c720eabe-9e95-40ba-b3ba-cf8fe2830b0b,2026-05-17 12:06:33,29,250000.0,gig_worker,Cherry Inc,50000.0,debt_consolidation,Need to clear revolving balances before the promotional rate expires.,,426f6e2e2611a268,23538fb047b5a05a,204,169,3,1,1,0.045,0.951,True,income_mismatch
59bdc580-cbed-4cfa-a80a-6717111e5890,2026-05-17 12:10:57,57,55718.25,self_employed,Lam-Deleon,23600.0,education,Paying for a nursing certification course and the exam fees.,,1275a27868fdd6c2,96e7516a717571fd,148,158,1,1,1,0.801,0.95,False,
25c07832-c166-448a-bf03-1d79d7cd12ae,2026-05-17 12:12:52,38,45940.35,gig_worker,Gould-Foster,7400.0,debt_consolidation,Need to clear revolving balances before the promotional rate expires.,,24fdbebb56af7470,0cd329bd7ffccfb9,107,214,2,1,1,0.66,0.94,False,
8ee9fc7f-f054-4079-b2ee-df2bf5e81d79,2026-05-17 12:21:05,47,33263.48,salaried,Rosario-Hernandez,14500.0,debt_consolidation,Consolidating three credit cards into one fixed monthly payment.,,a4cfea199f38ec0d,81aaad88adc2acc7,103,283,0,1,1,0.568,0.928,False,
6cfd39ae-575c-4bd9-a516-e0cfb4f14382,2026-05-17 12:22:36,28,100787.48,self_employed,Serrano Inc,34200.0,home_improvement,Insulating the attic and replacing the drafty front windows.,id_6cfd39ae575c.png,bbe280875291f2a7,1fdb47acb39cd743,127,175,1,1,1,0.637,0.857,False,
2c3cc2c5-3821-49b2-851b-67193dab3ee3,2026-05-17 12:23:52,45,65613.33,salaried,Kelly-Carr,26900.0,medical,Dental implants after an accident; insurance covers only a fraction.,,5efaa7392672743b,92715d21a708e0be,146,217,3,1,1,0.585,0.951,False,
b0f139ae-1607-4fcb-9620-f4c078a147e8,2026-05-17 12:35:41,36,26385.99,salaried,Hale and Sons,1600.0,debt_consolidation,Consolidating three credit cards into one fixed monthly payment.,,5779f2dd2c42a3d6,e9126a7f8afe59d4,249,89,0,1,1,0.768,0.843,False,
cc02826f-3d2b-4310-8917-cc1c0f096702,2026-05-17 12:43:01,39,70678.4,self_employed,"Lewis, Miller and Barnes",5800.0,debt_consolidation,Refinancing card debt at a lower rate to stop the interest snowballing.,id_cc02826f3d2b.png,9792c3ef9b23554e,c159530df6511687,141,185,1,1,1,0.838,0.754,False,
f7169107-aa9d-424f-9a9f-fedcc4db6b8d,2026-05-17 12:44:47,34,72678.38,salaried,"Lane, Maldonado and Griffin",14800.0,debt_consolidation,Rolling two personal loans and a card balance into a single payment.,,0339150c0a90accf,716d1805f4e9b861,163,217,2,1,1,0.726,0.722,False,
21d483f3-8c9c-4ce4-8038-4c63f3eaccbc,2026-05-17 12:45:54,30,49997.84,gig_worker,"Yates, Long and Ross",26200.0,home_improvement,The kitchen still has original 1980s wiring and needs a full rewire.,,87e7164895884afa,441ea0a80890524a,302,252,0,1,1,0.835,0.752,False,
84d3e355-d5a2-46cb-9e2c-ef870bbbd0aa,2026-05-17 12:53:31,26,51971.86,salaried,Davis Group,15100.0,debt_consolidation,Consolidating three credit cards into one fixed monthly payment.,,bc04dfe6c9509a66,414f432c6f025086,218,198,0,1,1,0.754,0.748,False,
471b3734-8149-4066-a454-60d19670f858,2026-05-17 12:55:20,32,40727.76,salaried,Duffy Group,11800.0,debt_consolidation,Paying off high-interest store cards that got away from me last year.,,985a259606dada9f,efdc1de408663e10,141,165,0,1,1,0.902,0.934,False,
7a7be5a0-c19a-41f1-8b8e-41c3a05490e9,2026-05-17 13:04:18,29,132894.05,self_employed,"Garrison, Roberts and Thomas",8100.0,education,Enrolling in a six-month software bootcamp to change careers.,,def734fef638edea,5a43438a354eea94,262,209,0,1,1,0.894,0.843,False,
9ddfc89d-728a-4596-b39f-d04ad3023091,2026-05-17 13:12:02,44,94880.62,gig_worker,Rodgers Group,35400.0,other,Emergency repairs after a pipe burst in the basement.,,d62f3660ec43763f,08a2355673fd2612,221,210,0,1,1,0.751,0.532,False,
903a5995-9914-45e7-bc2d-88268c55a2b9,2026-05-17 13:13:45,51,20066.35,salaried,Riley-Bryant,8100.0,home_improvement,Repairing storm damage to the back deck and the fence line.,,313373906939a3e2,f84e49e8088529d3,133,232,0,1,1,0.536,0.593,False,
0399ae36-999d-41b5-a8ae-2f8095e56545,2026-05-17 13:16:36,18,76322.69,salaried,Cherry Inc,22400.0,education,Paying for a nursing certification course and the exam fees.,id_0399ae36999d.png,92e58d5f5670e125,5139237120033da2,214,191,0,1,1,0.904,0.544,False,
c67db6a6-3cd0-4c79-aec3-f2f503e02152,2026-05-17 13:46:22,46,25759.79,salaried,Fisher-Hayden,11500.0,business,Working capital to cover payroll through a slow quarter.,,5e7edad72a2eac5f,cdd1ec762f80ad30,316,82,1,1,1,0.807,0.732,False,
cb4001e7-4442-42a7-aafc-477ea421b6ba,2026-05-17 13:53:16,49,34191.84,gig_worker,Duffy Group,8700.0,home_improvement,Adding a second bathroom now that both kids are teenagers.,,ee04508e12a897e2,0a3f5fffa8f5b1cd,183,150,1,1,1,0.668,0.795,False,
6539aa18-68d0-41de-ad12-fb3c8c9bbca6,2026-05-17 13:59:14,44,94063.07,salaried,Hernandez Ltd,25900.0,debt_consolidation,Rolling two personal loans and a card balance into a single payment.,,4077dce4dad7f522,6e32a810eb251dc2,214,148,0,1,1,0.778,0.66,False,
a40285f9-c862-422b-bdf7-79a0165b8682,2026-05-17 14:05:11,53,106103.51,self_employed,Cherry Inc,30200.0,debt_consolidation,Combining my outstanding debts so I only track one due date.,,a3342d97b5efc9c5,4f6c59c62de4fe1a,175,178,0,1,1,0.833,0.774,False,
d48bd774-4a83-4cde-a7c9-b95483134f2e,2026-05-17 14:16:24,37,27451.87,salaried,Duffy Group,6800.0,debt_consolidation,Need to clear revolving balances before the promotional rate expires.,,7e39b5cbb440a27f,5f7419b0b27adb2f,142,188,0,1,1,0.855,0.863,False,
6c29680d-5ece-46d7-98f7-c94832a4d410,2026-05-17 14:17:41,36,18446.36,salaried,Andrews PLC,2300.0,debt_consolidation,Combining my outstanding debts so I only track one due date.,,0ebff6607fb8745d,4bdb3c47150bd36f,158,196,0,1,1,0.544,0.792,False,
abf58f73-2b45-4fe0-bc43-35264169f2a3,2026-05-17 14:22:13,34,53137.31,salaried,Mccoy PLC,19900.0,debt_consolidation,Refinancing card debt at a lower rate to stop the interest snowballing.,,80ac2eb797a8d9e3,702b6ed5aacb0bb1,227,199,0,1,1,0.637,0.827,False,
0d05f3ac-5949-4b95-8638-150b3a78a19d,2026-05-17 14:23:36,29,56074.08,salaried,Martin-Peterson,22800.0,other,Relocating across the state for a new job starting next month.,,9ffb8b949859a30d,5366591f96d9328e,157,145,0,1,1,0.88,0.64,False,
8205cb59-d4be-48dd-9a41-c5a134e9f5b2,2026-05-17 14:28:17,18,60267.49,gig_worker,Garcia PLC,9100.0,debt_consolidation,Need to clear revolving balances before the promotional rate expires.,id_8205cb59d4be.png,ca9885ac5f2a9a7e,abe7049bedd3298e,147,207,0,1,1,0.766,0.932,False,
d671ad27-0ce3-470f-aed9-4c38ce3c7d99,2026-05-17 14:30:23,24,15543.84,gig_worker,Duran PLC,2200.0,education,Trade school tuition for HVAC certification starting in the fall.,,716dc45bbc187ce1,34865c433a0dc640,235,108,1,1,1,0.818,0.626,False,
ea1e61f9-944b-4b60-ace7-dacadb696664,2026-05-17 14:31:24,18,105600.59,salaried,"Ramirez, Perry and Howard",18000.0,business,Upgrading the point-of-sale system across both storefronts.,id_ea1e61f9944b.png,9b4d49ea34072fb4,b12204f5b5404a9b,243,128,0,1,1,0.882,0.796,False,
863cead6-290a-44e7-bef9-9148af7d5e91,2026-05-17 14:32:47,23,61804.38,salaried,Brown-Tate,21500.0,other,Relocating across the state for a new job starting next month.,id_863cead6290a.png,86ca6059d8e460ac,83ee9b691b237d84,243,274,0,1,1,0.928,0.472,False,
bf42b2e7-2581-4a3d-911e-1374f55b08d5,2026-05-17 14:35:10,26,45799.54,salaried,Peterson-Bell,9600.0,debt_consolidation,Refinancing card debt at a lower rate to stop the interest snowballing.,,d9292f65b4d2332d,437730c4f9dbd3fc,227,180,0,1,1,0.688,0.553,False,
47c3e21f-a8a8-4552-a1d5-6504fb32e130,2026-05-17 14:35:32,40,24513.75,salaried,Duffy Group,9000.0,medical,Covering the deductible for a knee replacement scheduled next month.,id_47c3e21fa8a8.png,23e9f83e3df45153,1baba26809253bfc,183,135,0,1,1,0.815,0.752,False,
acec0d04-c598-4ef6-b963-4b3680337482,2026-05-17 14:38:14,28,72538.55,salaried,Ward-Wright,16500.0,debt_consolidation,Combining my outstanding debts so I only track one due date.,,7547b2af3001b18c,496f38bc822ba998,61,171,0,1,1,0.732,0.528,False,
6425c893-d15c-44a8-9923-496b1dc76606,2026-05-17 14:45:26,48,27399.75,gig_worker,"Lane, Maldonado and Griffin",11700.0,debt_consolidation,Combining my outstanding debts so I only track one due date.,,aac86a666b638ab9,2aa400ce3700ad60,155,202,0,1,1,0.663,0.894,False,
78ea56d7-2fe5-4f76-b3fa-7507aa016cad,2026-05-17 14:57:59,18,49644.24,self_employed,Rodgers Group,9800.0,business,Working capital to cover payroll through a slow quarter.,,cc672f3c839648bd,245cfb8704b59f77,215,229,1,1,1,0.708,0.642,False,
9641c665-80f8-4135-b6a9-6f9fe5c29ced,2026-05-17 15:01:26,27,24643.87,salaried,"Barnes, Sherman and Hernandez",5000.0,other,Covering legal fees for an ongoing family matter.,,0306504aee82c6f9,05293831f69fe05e,130,217,2,1,1,0.406,0.859,False,
38dd6bff-1755-46a9-885a-aa9675347aac,2026-05-17 15:05:02,30,89942.86,self_employed,Riley-Bryant,20500.0,home_improvement,Furnace finally died and we need a new heating system installed.,,abff6bb00cc33813,0bc6d78bab953362,227,217,0,1,1,0.575,0.903,False,
392d040b-9837-4a00-b884-a69486ff4f78,2026-05-17 15:08:13,42,64840.13,self_employed,Peterson-Bell,32800.0,debt_consolidation,Combining my outstanding debts so I only track one due date.,id_392d040b9837.png,588d288ef115d2f0,05aa5b0a67d72f6a,150,238,1,1,1,0.816,0.776,False,
6c26bb62-caf0-409a-8b6f-ad8c00c66682,2026-05-17 15:18:48,43,53101.21,salaried,Herrera LLC,14100.0,medical,Paying for physical therapy sessions my plan stopped covering.,,6860e05314064c2a,ba3c36f5fc629703,244,258,0,1,1,0.917,0.683,False,
ed9ee20b-f7aa-4506-8710-b3336eb9ed43,2026-05-17 15:33:27,45,41511.86,salaried,Cole PLC,14900.0,debt_consolidation,Refinancing card debt at a lower rate to stop the interest snowballing.,,373217825d9dcc71,1052dab5dbdacce5,25,168,1,1,1,0.747,0.826,False,
961cbc14-e97e-4da3-b3c1-d3fc79877961,2026-05-17 15:40:00,23,120528.49,self_employed,Fisher-Hayden,21400.0,education,Graduate program fees not covered by my employer's assistance plan.,,1f5dbe8804fe8143,278bdc1a3616b835,139,105,0,1,1,0.773,0.531,False,
dfc2191a-18a3-49c2-b19d-12cbdec7a606,2026-05-17 15:43:47,54,31056.33,gig_worker,Davis Group,3400.0,debt_consolidation,Paying off high-interest store cards that got away from me last year.,,7d501f424a05080b,26a35a22b6aaf1c5,173,82,1,1,1,0.657,0.745,False,
f6d2f0e9-1b39-42fe-be26-ba497597c6d1,2026-05-17 15:45:11,32,46191.72,salaried,Barnes LLC,5000.0,business,Working capital to cover payroll through a slow quarter.,,e47ef37ad724efd4,2eded1e7b5161771,129,218,0,1,1,0.681,0.859,False,
2a2f6db3-6375-42bf-8f05-750781614b1f,2026-05-17 15:46:29,22,75805.03,salaried,"White, Perkins and Fowler",17100.0,business,Purchasing commercial baking equipment for the shop.,,ade432227e79aac4,65f9af0fa499063e,33,7,5,1,1,0.714,0.096,True,session_anomaly
9cb879e4-bde9-4cd2-8c53-5208697d56e4,2026-05-17 15:50:44,35,31722.12,salaried,Ward-Wright,5700.0,debt_consolidation,Rolling two personal loans and a card balance into a single payment.,,7066f6b62ef02d0e,105e14e423831bf2,133,192,1,1,1,0.829,0.927,False,
549269cf-f916-4ba8-8559-26c5a0415008,2026-05-17 15:50:59,22,45215.66,gig_worker,Cherry Inc,23600.0,home_improvement,The kitchen still has original 1980s wiring and needs a full rewire.,,d558d611f05e8b59,66ca6e02795b7705,183,154,0,1,1,0.53,0.723,False,
14655455-28db-476c-8d63-9aba3166cc4e,2026-05-17 16:00:08,32,96687.09,salaried,Andrews PLC,5900.0,debt_consolidation,Paying off high-interest store cards that got away from me last year.,,7887f9f51f390002,810bf2f8fdea607c,133,121,1,1,1,0.88,0.652,False,
b2728de7-f989-4b5f-a1c8-0509f090366d,2026-05-17 16:05:48,18,22679.7,salaried,"Ramirez, Perry and Howard",1800.0,business,Working capital to cover payroll through a slow quarter.,,1226856cd341e37c,65208f33a70c4848,106,199,0,1,1,0.675,0.606,False,
50dbcc9c-9698-4197-af8d-36c59a4dfd96,2026-05-17 16:12:28,29,61741.03,salaried,Duran PLC,10000.0,education,Trade school tuition for HVAC certification starting in the fall.,,dc701f037d455767,a6dd0eb9f0bdd223,102,200,0,1,1,0.747,0.833,False,
c756796c-a0f9-4c09-8b61-109c79dd0b22,2026-05-17 16:16:36,54,32158.89,self_employed,Smith PLC,3000.0,business,Fitting out a small studio space for my design practice.,,c6f6680dee70d8c3,12e9f9bc4e999d2b,200,251,0,1,1,0.874,0.879,False,
